SKU (Item),Name,Category,Width (cm),Length (cm),Height (cm),Net Weight (kg),Gross Weight (kg),CBM,Product Type,Stacking Limit,Side Box Weight,Box_42x46x68_Layers,Box_42x46x68_PerLayer,Box_42x46x68_Total,Box_47x66x68_Layers,Box_47x66x68_PerLayer,Box_47x66x68_Total,Box_57x64x84_Layers,Box_57x64x84_PerLayer,Box_57x64x84_Total,Box_68x74x86_Layers,Box_68x74x86_PerLayer,Box_68x74x86_Total,Box_70x100x90_Layers,Box_70x100x90_PerLayer,Box_70x100x90_Total,Pallet_80x120x65_Layers,Pallet_80x120x65_PerLayer,Pallet_80x120x65_Total,Pallet_80x120x90_Layers,Pallet_80x120x90_PerLayer,Pallet_80x120x90_Total,Pallet_80x120x115_Layers,Pallet_80x120x115_PerLayer,Pallet_80x120x115_Total,Pallet_110x110x65_Layers,Pallet_110x110x65_PerLayer,Pallet_110x110x65_Total,Pallet_110x110x90_Layers,Pallet_110x110x90_PerLayer,Pallet_110x110x90_Total,Pallet_110x110x115_Layers,Pallet_110x110x115_PerLayer,Pallet_110x110x115_Total,RTN_Layers,RTN_PerLayer,RTN_Total,Warp_Required
FRN5.5F1S-4E,Inverter-FRN5.5F1S-4E,Inverters,21.5,32,23,4.3300,4.3300,0.016,Carton,,4,,,4,,,6,,,12,,,18,,,27,,,,,,36,,,48,,,32,,,48,,,64,,,60,FALSE
FRN55F1S-4E,Inverter-FRN55F1S-4E,Inverters,47,92,53,45.0000,50.0000,0.229,Carton Case,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN5.5F1S-4J,Inverter-FRN5.5F1S-4J,Inverters,,,,No Data,No Data,0.000,Carton,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN55F1S-4J,Inverter-FRN55F1S-4J,Inverters,49,80,53,No Data,No Data,0.208,Carton Case,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN5.5G1E-4A,Inverter-FRN5.5G1E-4A,Inverters,30,34,32,8.1030,8.1030,0.033,Carton,,8.1,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN55G1E-4A,Inverter-FRN55G1E-4A,Inverters,50,87,46,36.0000,40.0000,0.200,Carton Case,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN5.5G1E-4E,Inverter-FRN5.5G1E-4E,Inverters,30,34,32,8.0400,8.0400,0.033,Carton,6,8.1,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN55G1E-4E,Inverter-FRN55G1E-4E,Inverters,49,80,51,36.0000,40.0000,0.200,Carton Case,6,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN5.5G1E-4EAQ,Inverter-FRN5.5G1E-4EAQ,Inverters,,,,No Data,No Data,0.000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN55G1E-4EAQ,Inverter-FRN55G1E-4EAQ,Inverters,,,,No Data,No Data,0.000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN55G1E-4EBU,Inverter-FRN55G1E-4EBU,Inverters,49,80,53,36.0000,41.0000,0.208,Carton Case,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN5.5G1E-4ELF,Inverter-FRN5.5G1E-4ELF,Inverters,30,34,32,7.3770,7.3770,0.033,Carton,,8.1,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN55G1S-2A,Inverter-FRN55G1S-2A,Inverters,50,87,46,43.0000,49.0000,0.200,Carton Case,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN5.5G1S-2A,Inverter-FRN5.5G1S-2A,Inverters,30,34,32,7.3650,7.3700,0.033,Carton,,7.8,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN5.5G1S-2T,Inverter-FRN5.5G1S-2T,Inverters,30,34,32,7.3900,7.3900,0.033,Carton,,7.8,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN55G1S-2T,Inverter-FRN55G1S-2T,Inverters,50,87,46,35.0000,40.0000,0.200,Carton Case,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN5.5G1S-4A,Inverter-FRN5.5G1S-4A,Inverters,30,34,32,7.4750,7.4750,0.033,Carton,,7.8,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN55G1S-4A,Inverter-FRN55G1S-4A,Inverters,50,87,46,35.0000,39.0000,0.200,Carton Case,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN5.5G1S-4T,Inverter-FRN5.5G1S-4T,Inverters,,,,No Data,No Data,0.000,Carton,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN55G1S-4T,Inverter-FRN55G1S-4T,Inverters,50,87,46,35.0000,40.0000,0.200,Carton Case,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN55G2S-2J,Inverter-FRN55G2S-2J,Inverters,50,87,46,49.0000,51.0000,0.200,Carton Case,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN5.5G2S-2J,Inverter-FRN5.5G2S-2J,Inverters,30,34,32,6.8260,6.8260,0.033,Carton,3,,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN55G2S-4J,Inverter-FRN55G2S-4J,Inverters,50,87,46,35.0000,39.0000,0.200,Carton Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN5.5G2S-4J,Inverter-FRN5.5G2S-4J,Inverters,30,34,32,6.9000,6.9000,0.033,Carton,,,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN5.5LM1S-2EA,Inverter-FRN5.5LM1S-2EA,Inverters,30,34,32,6.7350,6.7350,0.033,Carton,,7,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN5.5LM1S-2SD,Inverter-FRN5.5LM1S-2SD,Inverters,30,34,32,6.6330,6.6330,0.033,Carton,,7,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN5.5LM1S-4AA,Inverter-FRN5.5LM1S-4AA,Inverters,30,34,32,6.7210,6.7210,0.033,Carton,,7,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN5.5LM1S-4E,Inverter-FRN5.5LM1S-4E,Inverters,30,34,32,6.7620,6.7620,0.033,Carton,,7,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN5.5LM1S-4EA,Inverter-FRN5.5LM1S-4EA,Inverters,30,34,32,6.6700,6.7250,0.033,Carton,,7,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN5.5LM1S-4SD,Inverter-FRN5.5LM1S-4SD,Inverters,30,34,32,6.6900,6.6900,0.033,Carton,,7,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN560F1S-4A,Inverter-FRN560F1S-4A,Inverters,,,,No Data,No Data,0.000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN560F1S-4E,Inverter-FRN560F1S-4E,Inverters,,,,No Data,No Data,0.000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN560F1S-4J,Inverter-FRN560F1S-4J,Inverters,,,,No Data,No Data,0.000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN600F1S-4DY,Inverter-FRN600F1S-4DY,Inverters,96,219,83,390.0000,430.0000,1.745,Wooden Case,,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN600F1S-4U,Inverter-FRN600F1S-4U,Inverters,96,219,83,392.0000,432.0000,1.745,Wooden Case,,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN600G1S-4U,Inverter-FRN600G1S-4U,Inverters,96,219,83,328.0000,441.0000,1.745,Wooden Case,wooden case,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN600G1S-4U P,Inverter-FRN600G1S-4U P,Inverters,96,219,83,328.0000,441.0000,1.745,Wooden Case,wooden case,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN630AQ1S-4A,Inverter-FRN630AQ1S-4A,Inverters,127,217,75,694.0000,724.0000,2.067,Carton Case,,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN630AQ1S-4E,Inverter-FRN630AQ1S-4E,Inverters,127,217,75,702.0000,732.0000,2.067,Carton Case,,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN630AR1S-4A,Inverter-FRN630AR1S-4A,Inverters,127,217,75,548.0000,736.0000,2.067,Carton Case,,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN630AR1S-4E,Inverter-FRN630AR1S-4E,Inverters,127,217,75,702.0000,732.0000,2.067,Carton Case,,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN630G1E-4A,Inverter-FRN630G1E-4A,Inverters,127,176,75,594.5000,624.5000,1.676,Carton Case,,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN630G1E-4E,Inverter-FRN630G1E-4E,Inverters,127,176,75,593.0000,635.0000,1.676,Carton Case,,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN630G1S-4A,Inverter-FRN630G1S-4A,Inverters,127,176,75,550.0000,629.0000,1.676,Carton Case,1,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN630G1S-4T,Inverter-FRN630G1S-4T,Inverters,,,,No Data,No Data,0.000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN630G2S-4J,Inverter-FRN630G2S-4J,Inverters,127,176,75,450.0000,525.0000,1.676,Carton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN700F1S-4DY,Inverter-FRN700F1S-4DY,Inverters,,,,No Data,No Data,0.000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN700F1S-4U,Inverter-FRN700F1S-4U,Inverters,118,219,83,538.0000,562.0000,2.145,Wooden Case,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN700G1S-4U,Inverter-FRN700G1S-4U,Inverters,118,219,83,492.0000,588.0000,2.145,Wooden Case,,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN710AQ1S-4A,Inverter-FRN710AQ1S-4A,Inverters,127,217,75,593.0000,748.0000,2.067,Carton Case,,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN710AQ1S-4E,Inverter-FRN710AQ1S-4E,Inverters,127,217,75,719.5000,749.5000,2.067,Carton Case,,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN710AR1S-4A,Inverter-FRN710AR1S-4A,Inverters,127,217,75,689.0000,719.0000,2.067,Carton Case,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN710AR1S-4E,Inverter-FRN710AR1S-4E,Inverters,127,217,75,724.0000,757.0000,2.067,Carton Case,2,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN7.5AQ1L-4A,Inverter-FRN7.5AQ1L-4A,Inverters,23.5,55,34.5,10.7000,10.7000,0.045,Carton,,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN75AQ1L-4A,Inverter-FRN75AQ1L-4A,Inverters,45,103,60,No Data,No Data,0.278,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN7.5AQ1L-4E,Inverter-FRN7.5AQ1L-4E,Inverters,23.5,55,34.5,10.6600,10.6600,0.045,Carton,3,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN75AQ1L-4E,Inverter-FRN75AQ1L-4E,Inverters,45,103,60,69.0000,74.0000,0.278,Carton Case,3,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN7.5AQ1M-4A,Inverter-FRN7.5AQ1M-4A,Inverters,23.5,55,34.5,10.7110,10.7110,0.045,Carton,3,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN75AQ1M-4A,Inverter-FRN75AQ1M-4A,Inverters,45,103,60,70.0000,74.0000,0.278,Carton Case,3,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN7.5AQ1M-4E,Inverter-FRN7.5AQ1M-4E,Inverters,23.5,55,34.5,10.6630,10.6630,0.045,Carton,,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN75AQ1M-4E,Inverter-FRN75AQ1M-4E,Inverters,45,103,60,70.0000,75.0000,0.278,Carton Case,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN7.5AR1K-4DSL,Inverter-FRN7.5AR1K-4DSL,Inverters,23.5,55,34.5,10.9650,10.9650,0.045,Carton,,,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN7.5AR1L-2J,Inverter-FRN7.5AR1L-2J,Inverters,31,68,37,20.0000,20.0000,0.078,Carton,,20,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN7.5AR1L-4A,Inverter-FRN7.5AR1L-4A,Inverters,23.5,55,34.5,10.9260,10.9260,0.045,Carton,3,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN75AR1L-4A,Inverter-FRN75AR1L-4A,Inverters,45,103,60,70.0000,74.0000,0.278,Carton Case,3,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN7.5AR1L-4E,Inverter-FRN7.5AR1L-4E,Inverters,23.5,55,34.5,10.8590,10.8590,0.045,Carton,3,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN75AR1L-4E,Inverter-FRN75AR1L-4E,Inverters,45,103,60,69.0000,74.0000,0.278,Carton Case,3,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN7.5AR1L-4J,Inverter-FRN7.5AR1L-4J,Inverters,23.5,55,34.5,11.0000,11.0000,0.045,Carton,,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN75AR1L-4J,Inverter-FRN75AR1L-4J,Inverters,45,103,60,69.0000,74.0000,0.278,Carton Case,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN7.5AR1M-4A,Inverter-FRN7.5AR1M-4A,Inverters,23.5,55,34.5,10.7460,10.7460,0.045,Carton,4,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN75AR1M-4A,Inverter-FRN75AR1M-4A,Inverters,45,103,60,69.0000,74.0000,0.278,Carton Case,4,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN7.5AR1M-4E,Inverter-FRN7.5AR1M-4E,Inverters,23.5,55,34.5,10.7630,10.7630,0.045,Carton,3,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN75AR1M-4E,Inverter-FRN75AR1M-4E,Inverters,45,103,60,70.0000,73.0000,0.278,Carton Case,3,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN7.5C2S-2J,Inverter-FRN7.5C2S-2J,Inverters,25.5,30,25.5,4.3670,4.3670,0.020,Carton,5,,,,2,,,4,,,8,,,8,,,16,,,22,,,33,,,,,,26,,,39,,,,,,36,FALSE
FRN7.5C2S-4J,Inverter-FRN7.5C2S-4J,Inverters,25.5,30,25.5,4.2330,4.2330,0.020,Carton,5,,,,2,,,4,,,8,,,8,,,16,,,22,,,33,,,,,,26,,,39,,,,,,36,FALSE
FRN7.5E1E-4A,Inverter-FRN7.5E1E-4A,Inverters,23,42,30,6.3400,6.3400,0.029,Carton,,6.1,,,1,,,2,,,4,,,8,,,12,,,,,,14,,,21,,,,,,16,,,24,,,24,FALSE
FRN7.5E1E-4E,Inverter-FRN7.5E1E-4E,Inverters,23,42,30,6.3700,6.3700,0.029,Carton,,6,,,1,,,2,,,4,,,8,,,12,,,,,,14,,,21,,,,,,16,,,24,,,24,FALSE
FRN7.5E1S-2A,Inverter-FRN7.5E1S-2A,Inverters,25.5,30,25.5,4.3400,4.3400,0.020,Carton,,4.5,,,2,,,4,,,8,,,8,,,16,,,22,,,33,,,,,,26,,,39,,,,,,36,FALSE
FRN7.5E1S-2BM1,Inverter-FRN7.5E1S-2BM1,Inverters,25.5,30,25.5,4.3600,4.3600,0.020,Carton,,4.5,,,2,,,4,,,8,,,8,,,16,,,22,,,33,,,,,,26,,,39,,,,,,36,FALSE
FRN7.5E1S-2LM1,Inverter-FRN7.5E1S-2LM1,Inverters,25.5,30,25.5,4.3250,4.3250,0.020,Carton,,4.5,,,2,,,4,,,8,,,8,,,16,,,22,,,33,,,,,,26,,,39,,,,,,36,FALSE
FRN7.5E1S-2QB1,Inverter-FRN7.5E1S-2QB1,Inverters,,,,No Data,No Data,0.000,Carton,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN7.5E1S-4A,Inverter-FRN7.5E1S-4A,Inverters,25.5,30,25.5,4.4100,4.4100,0.020,Carton,,4.5,,,2,,,4,,,8,,,8,,,16,,,22,,,33,,,,,,26,,,39,,,,,,36,FALSE
FRN7.5E1S-4BM1,Inverter-FRN7.5E1S-4BM1,Inverters,25.5,30,25.5,4.3700,4.3700,0.020,Carton,,4.5,,,2,,,4,,,8,,,8,,,16,,,22,,,33,,,,,,26,,,39,,,,,,36,FALSE
FRN7.5E1S-4E,Inverter-FRN7.5E1S-4E,Inverters,25.5,30,25.5,4.3900,4.3900,0.020,Carton,,4.5,,,2,,,4,,,8,,,8,,,16,,,22,,,33,,,,,,26,,,39,,,,,,36,FALSE
FRN7.5E1S-4JSF1E,Inverter-FRN7.5E1S-4JSF1E,Inverters,25.5,30,25.5,4.3600,4.3600,0.020,Carton,,4.5,,,2,,,4,,,8,,,8,,,16,,,22,,,33,,,,,,26,,,39,,,,,,36,FALSE
FRN7.5E1S-4LM,Inverter-FRN7.5E1S-4LM,Inverters,,,,No Data,No Data,0.000,Carton,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN7.5E1S-4LM1,Inverter-FRN7.5E1S-4LM1,Inverters,25.5,30,25.5,4.3730,4.3730,0.020,Carton,,4.5,,,2,,,4,,,8,,,8,,,16,,,22,,,33,,,,,,26,,,39,,,,,,36,FALSE
FRN7.5E1S-4LM3,Inverter-FRN7.5E1S-4LM3,Inverters,25.5,30,25.5,4.3900,4.3900,0.020,Carton,,4.5,,,2,,,4,,,8,,,8,,,16,,,22,,,33,,,,,,26,,,39,,,,,,36,FALSE
FRN7.5E1S-4QB1,Inverter-FRN7.5E1S-4QB1,Inverters,,,,No Data,No Data,0.000,Carton,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN7.5F1S-2J,Inverter-FRN7.5F1S-2J,Inverters,,,,No Data,No Data,0.000,Carton,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN75F1S-2J,Inverter-FRN75F1S-2J,Inverters,47,125,48,56.0000,61.0000,0.282,Carton Case,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN7.5F1S-4A,Inverter-FRN7.5F1S-4A,Inverters,30,34,32,7.1700,7.1700,0.033,Carton,,7,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN75F1S-4A,Inverter-FRN75F1S-4A,Inverters,47,125,48,54.0000,55.0000,0.282,Carton Case,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN75F1S-4E,Inverter-FRN75F1S-4E,Inverters,,,,No Data,No Data,0.000,Carton Case,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN7.5F1S-4E,Inverter-FRN7.5F1S-4E,Inverters,30,34,32,7.0300,7.0300,0.033,Carton,,7,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN7.5F1S-4J,Inverter-FRN7.5F1S-4J,Inverters,,,,No Data,No Data,0.000,Carton,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN75F1S-4J,Inverter-FRN75F1S-4J,Inverters,44,122,50,No Data,No Data,0.268,Carton Case,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN7.5G1E-4A,Inverter-FRN7.5G1E-4A,Inverters,30,34,32,8.1550,8.1550,0.033,Carton,,8.2,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN75G1E-4A,Inverter-FRN75G1E-4A,Inverters,50,87,46,45.0000,48.0000,0.200,Carton Case,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN7.5G1E-4E,Inverter-FRN7.5G1E-4E,Inverters,30,34,32,8.1250,8.1250,0.033,Carton,,8.2,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN75G1E-4E,Inverter-FRN75G1E-4E,Inverters,51,96,53,47.0000,52.0000,0.259,Carton Case,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN7.5G1E-4EAQ,Inverter-FRN7.5G1E-4EAQ,Inverters,,,,No Data,No Data,0.000,Carton,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN75G1E-4EAQ,Inverter-FRN75G1E-4EAQ,Inverters,,,,No Data,No Data,0.000,Carton Case,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN75G1E-4EBU,Inverter-FRN75G1E-4EBU,Inverters,47,92,53,48.0000,53.0000,0.229,Carton Case,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN7.5G1E-4ELF,Inverter-FRN7.5G1E-4ELF,Inverters,30,34,30,7.5110,7.5110,0.031,Carton,,8.2,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,27,FALSE
FRN7.5G1E-4ETD,Inverter-FRN7.5G1E-4ETD,Inverters,30,34,30,8.2630,8.2630,0.031,Carton,,8.2,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,27,FALSE
FRN7.5G1S-2A,Inverter-FRN7.5G1S-2A,Inverters,30,34,32,7.6500,7.6500,0.033,Carton,,7.8,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN75G1S-2A,Inverter-FRN75G1S-2A,Inverters,65,85,46,69.0000,72.0000,0.254,Carton Case,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN7.5G1S-2T,Inverter-FRN7.5G1S-2T,Inverters,,,,No Data,No Data,0.000,Carton,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN75G1S-2T,Inverter-FRN75G1S-2T,Inverters,65,127,47,75.5000,85.5000,0.388,Carton Case,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN7.5G1S-4A,Inverter-FRN7.5G1S-4A,Inverters,30,34,32,7.5680,7.5680,0.033,Carton,3,7.8,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN75G1S-4A,Inverter-FRN75G1S-4A,Inverters,50,87,46,40.0000,48.0000,0.200,Carton Case,3,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN7.5G1S-4T,Inverter-FRN7.5G1S-4T,Inverters,,,,No Data,No Data,0.000,Carton,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN75G1S-4T,Inverter-FRN75G1S-4T,Inverters,47,127,48,52.0000,62.0000,0.287,Carton Case,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN7.5G2S-2J,Inverter-FRN7.5G2S-2J,Inverters,30,34,32,7.0100,7.0100,0.033,Carton,5,,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN75G2S-2J,Inverter-FRN75G2S-2J,Inverters,65,85,46,62.0000,68.0000,0.254,Carton Case,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN7.5G2S-4J,Inverter-FRN7.5G2S-4J,Inverters,30,34,32,7.1600,7.1600,0.033,Carton,6,,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN75G2S-4J,Inverter-FRN75G2S-4J,Inverters,50,87,46,45.0000,47.0000,0.200,Carton Case,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN7.5LM1S-2EA,Inverter-FRN7.5LM1S-2EA,Inverters,30,34,32,6.7880,6.7880,0.033,Carton,,7,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN7.5LM1S-2SD,Inverter-FRN7.5LM1S-2SD,Inverters,30,34,32,6.6400,6.6400,0.033,Carton,,7,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN7.5LM1S-4AA,Inverter-FRN7.5LM1S-4AA,Inverters,30,34,32,6.8100,6.8100,0.033,Carton,5,7,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN7.5LM1S-4E,Inverter-FRN7.5LM1S-4E,Inverters,30,34,32,6.7930,6.7930,0.033,Carton,,7,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
