ratioStandard,ratioWarp,mode,product,transportMode,ratioBoxes,returnableTotal,totalPackages,shipment,cartonTotal,siQty,qty,ratioCarton,boxesTotal,packagingBreakdown.warpQty,packagingBreakdown.qty110x110x65,packagingBreakdown.qty110x110x115,packagingBreakdown.qty80x120x90,packagingBreakdown.qty70x100x90,packagingBreakdown.qty80x120x65,packagingBreakdown.qty53x53x58,packagingBreakdown.qty110x110x90,packagingBreakdown.qty80x120x115,packagingBreakdown.qty47x66x68,packagingBreakdown.unitQty,packagingBreakdown.qty42x46x68,packagingBreakdown.qty68x74x86,packagingBreakdown.returnableQty,packagingBreakdown.qty27x27x22,packagingBreakdown.qty57x64x84,packagingBreakdown.qty53x53x19,standardTotal,warpTotal,ratioReturnable,date,customerName,remark,consigneeName,__id,__path,__createTime,__updateTime
3,0,VESSEL,INVERTER,VESSEL,0,0,3,FEC,0,1,110,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2021-07-30,FMT,,FEC,HIijCca5yyzzgXcKCj17,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HIijCca5yyzzgXcKCj17,2026-03-06T02:44:18.832963Z,2026-03-06T09:16:37.809015Z
0,0.4,VESSEL,INVERTER,VESSEL,0,0,4,FAP,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2022-09-26,FMT,,FAP,HIpxcMRJFbTiWXLvQEkb,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HIpxcMRJFbTiWXLvQEkb,2026-03-06T02:44:59.190364Z,2026-03-06T09:16:37.809015Z
1,0,VESSEL,TEMPERATURE CONTROL,VESSEL,0.3333333333333333,0,4,FEC,2,1,489,0.06666666666666667,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2021-06-11,FMT,,FEC,HJDZVagPBSqdQBtrt1x6,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HJDZVagPBSqdQBtrt1x6,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:37.809015Z
0,3.4,VESSEL,INVERTER,VESSEL,2,24,64,FEE,0,15,1966,0,6,34,0,0,0,2,0,0,0,0,0,0,2,1,24,0,1,0,0,34,12,2021-06-08,FMT,,FEE,HJaEWC8Ifm4nAZim44mR,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HJaEWC8Ifm4nAZim44mR,2026-03-06T02:44:18.832963Z,2026-03-06T09:16:37.809015Z
0,0.2,VESSEL,INVERTER,VESSEL,0,0,2,FEI,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2023-08-24,FMT,,FEI,HKOpyjpQTJRH9UoJ5QJY,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HKOpyjpQTJRH9UoJ5QJY,2026-03-06T02:44:59.190364Z,2026-03-06T09:16:37.809015Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,0.6666666666666666,0,5,FETW,3,3,381,0.1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,2022-10-27,FMT,,FETW,HM0jst4DyVN0DpsGpuoD,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HM0jst4DyVN0DpsGpuoD,2026-03-06T02:44:59.190364Z,2026-03-06T09:16:37.809015Z
12,1.4,VESSEL,INVERTER,VESSEL,4.666666666666667,0,40,FAP,0,16,306,0,14,14,1,2,0,5,0,0,9,0,6,0,2,1,0,0,0,0,12,14,0,2024-09-13,FMT,,FAP,HMKubpxph0Qv3FYQeqtx,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HMKubpxph0Qv3FYQeqtx,2026-03-06T02:44:44.544187Z,2026-03-06T09:16:37.809015Z
0,0,VESSEL,TEMPERATURE CONTROL,VESSEL,0.3333333333333333,0,1,FEC,0,1,285,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-08,FMT,,FEC,HN0pOlYzmba8Z4tI5Deb,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HN0pOlYzmba8Z4tI5Deb,2026-03-06T02:44:28.304385Z,2026-03-06T09:16:37.809015Z
7,9,AIRCRAFT,INVERTER,AIRCRAFT,1,0,100,FEI,0,13,799,0,3,90,0,6,0,1,0,0,1,0,0,0,2,0,0,0,0,0,7,90,0,2021-10-27,FMT,,FEI,HNkILGZeK2CqSq5QWhLJ,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HNkILGZeK2CqSq5QWhLJ,2026-03-06T02:44:28.304385Z,2026-03-06T09:16:37.809015Z
0,0,VESSEL,TEMPERATURE CONTROL,VESSEL,0,0,1,FEI,1,1,3,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024-02-02,FMT,,FEI,HNnggfw6xqKmkVe5r0mT,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HNnggfw6xqKmkVe5r0mT,2026-03-06T02:44:28.304385Z,2026-03-06T09:16:37.809015Z
0,0.4,AIRCRAFT,INVERTER,AIRCRAFT,0,0,4,FEA NJ AID,0,2,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2024-03-14,FMT,,FEA NJ AID,HQDRl5MSnXk43EOuoJqK,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HQDRl5MSnXk43EOuoJqK,2026-03-06T02:44:44.544187Z,2026-03-06T09:16:37.809015Z
3,0,AIRCRAFT,INVERTER,AIRCRAFT,0.6666666666666666,0,5,FEE,0,2,110,0,2,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,3,0,0,2021-03-15,FMT,,FEE,HQFLi0Zq4mE4DoGWJglR,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HQFLi0Zq4mE4DoGWJglR,2026-03-06T02:44:18.832963Z,2026-03-06T09:16:37.809015Z
0,14,VESSEL,INVERTER,VESSEL,0,0,140,FEA NJ,0,1,140,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,2024-12-25,FMT,,FEA NJ,HQU0zqHJU2FsA9K7gtHm,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HQU0zqHJU2FsA9K7gtHm,2026-03-06T02:44:55.432269Z,2026-03-06T09:16:37.809015Z
1,0,AIRCRAFT,INVERTER,AIRCRAFT,0.6666666666666666,0,3,FEI,0,2,32,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2022-05-10,FMT,,FEI,HRKIciC9KfzlAHIR3mXZ,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HRKIciC9KfzlAHIR3mXZ,2026-03-06T02:44:41.429278Z,2026-03-06T09:16:37.809015Z
7,0.5,VESSEL,INVERTER,VESSEL,5.333333333333333,0,28,FAP,0,17,595,0,16,5,0,1,0,6,0,0,6,0,1,0,2,5,0,0,2,0,7,5,0,2024-07-25,FMT,,FAP,HSppnjLYV6a0ycbv31rx,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HSppnjLYV6a0ycbv31rx,2026-03-06T02:44:59.190364Z,2026-03-06T09:16:37.809015Z
8,1.9,VESSEL,INVERTER,VESSEL,2.6666666666666665,0,35,FETW,0,13,1002,0,8,19,0,7,0,3,0,0,1,0,1,0,0,1,0,0,3,0,8,19,0,2024-12-02,FMT,,FETW,HU4wwqWqPGNIrKHgrGAk,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HU4wwqWqPGNIrKHgrGAk,2026-03-06T02:44:32.424350Z,2026-03-06T09:16:37.809015Z
0,0,VESSEL,TEMPERATURE CONTROL,VESSEL,0.6666666666666666,0,5,FEID,3,3,181,0.1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,2023-09-19,FMT,,FEID,HUNy9AHbHlKaUrvQDMes,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HUNy9AHbHlKaUrvQDMes,2026-03-06T02:44:48.328492Z,2026-03-06T09:16:37.809015Z
0,0.2,VESSEL,INVERTER,VESSEL,0,0,2,FEA NJ,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2021-07-20,FMT,,FEA NJ,HVAU5Ekm4OKCBNTtceGr,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HVAU5Ekm4OKCBNTtceGr,2026-03-06T02:44:18.832963Z,2026-03-06T09:16:37.809015Z
0,1,VESSEL,INVERTER,VESSEL,2.6666666666666665,0,18,FEID,0,12,34,0,8,10,0,0,0,1,0,0,0,0,2,0,4,0,0,0,1,0,0,10,0,2023-05-30,FMT,,FEID,HWFVCqwzhsCz25AWJA9K,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HWFVCqwzhsCz25AWJA9K,2026-03-06T02:45:02.235743Z,2026-03-06T09:16:37.809015Z
4,4.4,VESSEL,INVERTER,VESSEL,1.3333333333333333,0,52,FEA TWMC,0,7,119,0,4,44,0,0,2,0,0,0,0,2,0,0,0,2,0,0,2,0,4,44,0,2024-10-30,FMT,,FEA TWMC,HYGChFYu3ambHNDenWbw,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HYGChFYu3ambHNDenWbw,2026-03-06T02:45:00.788854Z,2026-03-06T09:16:37.809015Z
1,0,VESSEL,INVERTER,VESSEL,3.3333333333333335,0,11,FEID,0,6,69,0,10,0,0,0,0,1,0,0,1,0,0,0,6,2,0,0,1,0,1,0,0,2022-05-31,FMT,,FEID,HYTfnHnIOkmuZzPfMocw,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HYTfnHnIOkmuZzPfMocw,2026-03-06T02:45:00.788854Z,2026-03-06T09:16:37.809015Z
27,0.6,VESSEL,INVERTER,VESSEL,0,0,33,FEI,0,2,1024,0,0,6,0,15,0,0,0,0,12,0,0,0,0,0,0,0,0,0,27,6,0,2026-01-16,FMT,,FEI,HYlktHDptpBAORcuExN9,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HYlktHDptpBAORcuExN9,2026-03-06T02:44:41.429278Z,2026-03-12T04:44:33.453112Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,0.6666666666666666,0,2,FETW,0,1,201,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2021-05-10,FMT,,FETW,Haj9eyQT7HeAfKA54VD1,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/Haj9eyQT7HeAfKA54VD1,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:37.809015Z
16,2.8,VESSEL,INVERTER,VESSEL,3.3333333333333335,0,54,FEA NJ,0,23,700,0,10,28,0,0,3,2,0,0,0,13,2,0,0,4,0,0,2,0,16,28,0,2024-01-09,FMT,,FEA NJ,HaqXSVD5SUAvaIlDy5q3,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HaqXSVD5SUAvaIlDy5q3,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:37.809015Z
0,0,COURIER,TEMPERATURE CONTROL,COURIER,0,0,1,FEID,1,1,4,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022-12-09,FMT,,FEID,HbvxyLykK3OA4efDStvG,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HbvxyLykK3OA4efDStvG,2026-03-06T02:44:44.544187Z,2026-03-06T09:16:37.809015Z
1,0.6,VESSEL,INVERTER,VESSEL,5.333333333333333,0,23,FAP,0,18,97,0,16,6,0,0,0,2,0,0,1,0,2,0,6,3,0,0,3,0,1,6,0,2024-04-10,FMT,,FAP,Hc4w2rjQ57ulJkCBSq5P,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/Hc4w2rjQ57ulJkCBSq5P,2026-03-06T02:44:41.429278Z,2026-03-06T09:16:37.809015Z
14,4.5,AIRCRAFT,INVERTER,AIRCRAFT,13.666666666666666,0,100,FEE,0,32,450,0,41,45,0,0,14,32,0,0,0,0,1,0,3,5,0,0,0,0,14,45,0,2023-08-31,FMT,,FEE,HcAdUH1HMzmCfMC6WXFk,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HcAdUH1HMzmCfMC6WXFk,2026-03-06T02:45:02.235743Z,2026-03-06T09:16:37.809015Z
0,0.6,VESSEL,INVERTER,VESSEL,0.3333333333333333,0,7,FAP,0,1,14,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,2022-03-17,FMT,,FAP,HcGx00i63NEKtNkXBHz5,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HcGx00i63NEKtNkXBHz5,2026-03-06T02:44:48.328492Z,2026-03-06T09:16:37.809015Z
2,1.3,VESSEL,INVERTER,VESSEL,3,0,24,FAP,0,12,63,0,9,13,0,0,0,2,0,0,2,0,1,0,1,4,0,0,1,0,2,13,0,2023-10-12,FMT,,FAP,Hd2jYQpj1ILt6buPKhbZ,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/Hd2jYQpj1ILt6buPKhbZ,2026-03-06T02:44:41.429278Z,2026-03-06T09:16:37.809015Z
3,0,VESSEL,INVERTER,VESSEL,0.3333333333333333,0,4,FEA,0,1,400,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,2021-05-24,FMT,ROA,FEA,Hd4waCYzm5zSoJxnaOTk,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/Hd4waCYzm5zSoJxnaOTk,2026-03-06T02:44:18.832963Z,2026-03-06T09:16:37.809015Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,0.6666666666666666,0,10,FEID,8,6,175,0.26666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,0,1,0,0,0,2022-08-08,FMT,,FEID,Hf3lhMMiT6pDnaNca18R,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/Hf3lhMMiT6pDnaNca18R,2026-03-06T02:44:35.130684Z,2026-03-06T09:16:37.809015Z
1,0.8,VESSEL,INVERTER,VESSEL,2,0,15,FEI,0,6,55,0,6,8,0,1,0,4,0,0,0,0,0,0,1,1,0,0,0,0,1,8,0,2024-04-03,FMT,,FEI,HfcPfPK96atQ1Wi9YNjX,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HfcPfPK96atQ1Wi9YNjX,2026-03-06T02:44:32.424350Z,2026-03-06T09:16:37.809015Z
1,0.6,VESSEL,INVERTER,VESSEL,5.333333333333333,0,23,FAP,0,18,316,0,16,6,0,0,0,6,0,0,1,0,1,0,7,2,0,0,0,0,1,6,0,2021-04-01,FMT,,FAP,HgM8gZf3b1yxALV13Xzl,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HgM8gZf3b1yxALV13Xzl,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:37.809015Z
0,0,VESSEL,TEMPERATURE CONTROL,VESSEL,0,0,2,FEI,2,2,11,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2024-05-23,FMT,,FEI,HgOqHhvFsFMXDe5RBk5H,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HgOqHhvFsFMXDe5RBk5H,2026-03-06T02:44:55.432269Z,2026-03-06T09:16:37.809015Z
1,0,VESSEL,INVERTER,VESSEL,0.3333333333333333,0,2,FEI,0,1,198,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024-12-26,FMT,,FEI,HgmaTV4M3cBtKbXX3Jh2,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HgmaTV4M3cBtKbXX3Jh2,2026-03-06T02:44:55.432269Z,2026-03-06T09:16:37.809015Z
1,0.5,VESSEL,INVERTER,VESSEL,4.333333333333333,0,19,FEID,0,17,222,0,13,5,0,0,0,0,0,0,1,0,1,0,10,0,0,0,2,0,1,5,0,2022-09-06,FMT,,FEID,Hgxd9Mmkzjt2kHp6Jtz6,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/Hgxd9Mmkzjt2kHp6Jtz6,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:37.809015Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,0,0,1,FEF,1,1,47,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024-06-10,FMT,,FEF,HhFghiKVNZix4h9CjilN,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HhFghiKVNZix4h9CjilN,2026-03-06T02:44:41.429278Z,2026-03-06T09:16:37.809015Z
0,1,VESSEL,INVERTER,VESSEL,0,8,18,FEE,0,6,786,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,4,2021-01-06,FMT,,FEE,HhH9cQigEO7y9elWTd3Z,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HhH9cQigEO7y9elWTd3Z,2026-03-06T02:44:18.832963Z,2026-03-06T09:16:37.809015Z
7,1.7,AIRCRAFT,INVERTER,AIRCRAFT,0,0,24,FEE,0,1,397,0,0,17,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,7,17,0,2026-01-21,FMT,,FEE,HlThdL8LcrcV86njbXRg,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HlThdL8LcrcV86njbXRg,2026-03-06T02:44:51.240429Z,2026-03-06T09:16:37.809015Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,0,0,3,FEF,3,3,92,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2024-05-20,FMT,,FEF,Hmll2dSlakNHmveBABJ1,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/Hmll2dSlakNHmveBABJ1,2026-03-06T02:44:51.240429Z,2026-03-06T09:16:37.809015Z
0,0.2,VESSEL,INVERTER,VESSEL,0,0,2,FEA TWMC,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2021-10-26,FMT,,FEA TWMC,HoRtFaH3m1Hs9NG1CfaY,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HoRtFaH3m1Hs9NG1CfaY,2026-03-06T02:44:32.424350Z,2026-03-06T09:16:37.809015Z
1,0.2,AIRCRAFT,INVERTER,AIRCRAFT,4,0,15,FEE,0,8,117,0,12,2,0,0,1,7,0,0,0,0,0,0,1,3,0,0,1,0,1,2,0,2022-03-24,FMT,,FEE,HopM5W5IxyplqNeUGNR3,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HopM5W5IxyplqNeUGNR3,2026-03-06T02:44:55.432269Z,2026-03-06T09:16:37.809015Z
7,1.5,AIRCRAFT,INVERTER,AIRCRAFT,1,0,25,FEA NJ,0,5,126,0,3,15,0,0,7,0,0,0,0,0,1,0,0,2,0,0,0,0,7,15,0,2022-02-22,FMT,,FEA NJ,HpRPqBSaoOCn77kqlsHR,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HpRPqBSaoOCn77kqlsHR,2026-03-06T02:44:51.240429Z,2026-03-06T09:16:37.809015Z
2,0.4,VESSEL,INVERTER,VESSEL,1,0,9,FEI,0,5,255,0,3,4,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,4,0,2025-08-08,FMT,,FEI,HqQVPmOwACTjXrrpFDKO,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HqQVPmOwACTjXrrpFDKO,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:37.809015Z
0,0,VESSEL,INVERTER,VESSEL,0.3333333333333333,0,1,FAP,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2021-01-04,FMT,P & M,FAP,HtFB4VcmcqnK7SsCmg0t,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HtFB4VcmcqnK7SsCmg0t,2026-03-06T02:44:18.832963Z,2026-03-06T09:16:37.809015Z
8,0.1,VESSEL,INVERTER,VESSEL,3.6666666666666665,0,20,FAP,0,15,484,0,11,1,1,2,0,0,0,0,5,0,3,0,3,3,0,0,2,0,8,1,0,2024-10-09,FMT,,FAP,HuOuB9RqY6JRIoUwqlis,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HuOuB9RqY6JRIoUwqlis,2026-03-06T02:44:44.544187Z,2026-03-06T09:16:37.809015Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,0,0,1,FEV,1,1,2,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021-07-15,FMT,,FEV,Hukaw1bnfCVY99qXxoIE,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/Hukaw1bnfCVY99qXxoIE,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:37.809015Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,1.3333333333333333,0,10,FEF,6,8,597,0.2,4,0,0,0,0,0,0,1,0,0,2,0,1,0,0,4,0,2,0,0,0,2022-08-29,FMT,,FEF,HurGWDOAbTjbsRSOvs6H,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HurGWDOAbTjbsRSOvs6H,2026-03-06T02:45:02.235743Z,2026-03-06T09:16:37.809015Z
2,0,AIRCRAFT,INVERTER,AIRCRAFT,0.3333333333333333,0,3,FEA NJ,0,1,26,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2021-12-07,FMT,,FEA NJ,Hv4BUB5TQ9wJ4mn9wttG,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/Hv4BUB5TQ9wJ4mn9wttG,2026-03-06T02:44:32.424350Z,2026-03-06T09:16:37.809015Z
0,0,VESSEL,TEMPERATURE CONTROL,VESSEL,2,0,9,FEC,3,6,409,0.1,6,0,0,0,0,0,0,2,0,0,0,0,4,0,0,2,0,1,0,0,0,2022-04-01,FMT,,FEC,HvyJ2iGB5VsQ0JVRPgeN,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HvyJ2iGB5VsQ0JVRPgeN,2026-03-06T02:44:28.304385Z,2026-03-06T09:16:37.809015Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,1.3333333333333333,0,11,FEF,7,9,483,0.23333333333333334,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,6,1,1,0,0,0,2022-06-27,FMT,,FEF,HwPjIyC5AW7Tli4aK4pL,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HwPjIyC5AW7Tli4aK4pL,2026-03-06T02:44:59.190364Z,2026-03-06T09:16:37.809015Z
0,1.2,AIRCRAFT,INVERTER,AIRCRAFT,0,0,12,FAP,0,5,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2022-09-22,FMT,,FAP,HyBFRmhEpCSvGZNJ8Jjc,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HyBFRmhEpCSvGZNJ8Jjc,2026-03-06T02:44:59.190364Z,2026-03-06T09:16:37.809015Z
26,4.5,VESSEL,INVERTER,VESSEL,5,0,86,FEA NJ,0,23,516,0,15,45,0,0,21,3,0,0,0,5,3,0,4,3,0,0,2,0,26,45,0,2023-09-14,FMT,,FEA NJ,Hyt0bT2bq8bv40IgKNqD,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/Hyt0bT2bq8bv40IgKNqD,2026-03-06T02:44:41.429278Z,2026-03-06T09:16:37.809015Z
0,0,VESSEL,TEMPERATURE CONTROL,VESSEL,0,0,3,FEI,3,3,133,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2022-09-29,FMT,,FEI,HzvYI6CnZ77i9gKIEt3p,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/HzvYI6CnZ77i9gKIEt3p,2026-03-06T02:45:00.788854Z,2026-03-06T09:16:37.809015Z
0,0,AIRCRAFT,INVERTER,AIRCRAFT,0.3333333333333333,0,1,FEI,0,1,120,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-23,FMT,,FEI,I06ttoCMVT7r7coYcIjg,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/I06ttoCMVT7r7coYcIjg,2026-03-06T02:44:59.190364Z,2026-03-06T09:16:37.809015Z
18,0.3,VESSEL,INVERTER,VESSEL,1.3333333333333333,0,25,FEI,0,5,1099,0,4,3,0,13,0,2,0,0,5,0,1,0,1,0,0,0,0,0,18,3,0,2025-07-03,FMT,,FEI,I0Tr0LgUSFWV2mLlYX8B,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/I0Tr0LgUSFWV2mLlYX8B,2026-03-06T02:44:28.304385Z,2026-03-06T09:16:37.809015Z
0,0,COURIER,INVERTER,COURIER,0,0,1,FAP,1,1,1,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2025-12-26,FMT,,FAP,I1xRnti8MvK05UNKV9Jr,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/I1xRnti8MvK05UNKV9Jr,2026-03-06T02:44:55.432269Z,2026-03-06T09:16:37.809015Z
0,0.1,AIRCRAFT,INVERTER,AIRCRAFT,0,0,1,FAP,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2022-08-23,FMT,,FAP,I25JYWPtRqg024b06zKG,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/I25JYWPtRqg024b06zKG,2026-03-06T02:44:55.432269Z,2026-03-06T09:16:37.809015Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,1,0,5,FEF,2,4,19,0.06666666666666667,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,2022-01-24,FMT,,FEF,I28MZfk4lhHiMlcpQhq0,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/I28MZfk4lhHiMlcpQhq0,2026-03-06T02:44:55.432269Z,2026-03-06T09:16:37.809015Z
1,0,AIRCRAFT,INVERTER,AIRCRAFT,0.6666666666666666,0,3,FEI,0,1,40,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2023-07-11,FMT,,FEI,I2PTjKNmfefWk8EhoI4n,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/I2PTjKNmfefWk8EhoI4n,2026-03-06T02:44:41.429278Z,2026-03-06T09:16:37.809015Z
3,0.2,VESSEL,INVERTER,VESSEL,1.6666666666666667,0,10,FEA NJ,0,5,223,0,5,2,0,0,2,1,0,0,0,1,0,0,4,0,0,0,0,0,3,2,0,2021-08-24,FMT,,FEA NJ,I2XtNCZUhbxRnUHQJU5b,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/I2XtNCZUhbxRnUHQJU5b,2026-03-06T02:44:32.424350Z,2026-03-06T09:16:37.809015Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,1,0,5,FEF,2,3,49,0.06666666666666667,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2022-12-06,FMT,,FEF,I2t4nkYEU20rsdKi00CB,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/I2t4nkYEU20rsdKi00CB,2026-03-06T02:44:35.130684Z,2026-03-06T09:16:37.809015Z
1,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,1.6666666666666667,0,6,WuXi,0,4,56,0,5,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,1,0,0,2022-05-10,FMT,,WuXi,I4uvHtTLgqepiKsfmyTc,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/I4uvHtTLgqepiKsfmyTc,2026-03-06T02:44:41.429278Z,2026-03-06T09:16:37.809015Z
